variant,run_id,paired_block_id,order_position,deployment_index,deployment_id,seed,warmups_discarded_per_deployment,users,orders,matched_pairs,input_hash,semantic_hash,canonical_result_hash,local_matching_ms,preprocessing_ms,membership_ms,committee_ms,proposal_build_ms,endorsement_ms,ordering_submit_ms,event_wait_ms,finalization_ms,state_query_ms,total_ms,success,error
RETF_H,22,22,3,3,e5-d3-20260713T121337.834860900,302326,1,10,10,8,44ec9709e33ab388399101c44da1e52332b4ecb65186273417aebe2e31d2cbb8,18d9f6c98df77d7e1129507a84325b8c3a317d41aaab46dc3cd02fbcb66fb66e,c42cb0daffa65a6c31108713f4f6bf5cd0f44ef8392491ac66f7a0d1a04cfed7,0.000000000,0.532600000,0.000000000,0.000000000,0.000000000,7.512800000,2.640900000,2048.131300000,2058.285000000,5.922900000,2064.740500000,true,
RETF_C,22,22,4,3,e5-d3-20260713T121337.834860900,302326,1,10,10,8,44ec9709e33ab388399101c44da1e52332b4ecb65186273417aebe2e31d2cbb8,18d9f6c98df77d7e1129507a84325b8c3a317d41aaab46dc3cd02fbcb66fb66e,c42cb0daffa65a6c31108713f4f6bf5cd0f44ef8392491ac66f7a0d1a04cfed7,0.000000000,0.000000000,0.000000000,3.673600000,0.000000000,7.985100000,2.185900000,2047.357200000,2057.528200000,5.222200000,2066.424000000,true,
PP_RETF,22,22,5,3,e5-d3-20260713T121337.834860900,302326,1,10,10,8,44ec9709e33ab388399101c44da1e52332b4ecb65186273417aebe2e31d2cbb8,18d9f6c98df77d7e1129507a84325b8c3a317d41aaab46dc3cd02fbcb66fb66e,c42cb0daffa65a6c31108713f4f6bf5cd0f44ef8392491ac66f7a0d1a04cfed7,0.000000000,0.000000000,414.621900000,3.679600000,0.000000000,281.831700000,2.117600000,2040.896000000,2324.845300000,5.764100000,2748.910900000,true,
RETF_H,23,23,1,3,e5-d3-20260713T121337.834860900,302426,1,10,10,8,8c9fa612f498e8c8b0f3a9270805fe947fa20aad99618e1551119bfc19a131ab,7ead862af3cc762e59aab63535202e23b290d633ad92400c69788d55a7a2f625,cc9945543588497acf0d90c56acf34815761d84b9f4c9aa961a7b39a4162fbbc,0.515700000,0.000000000,0.000000000,0.000000000,0.522600000,8.019400000,2.147000000,2046.329700000,2057.018700000,4.841800000,2062.376200000,true,
RETF_C,23,23,2,3,e5-d3-20260713T121337.834860900,302426,1,10,10,8,8c9fa612f498e8c8b0f3a9270805fe947fa20aad99618e1551119bfc19a131ab,7ead862af3cc762e59aab63535202e23b290d633ad92400c69788d55a7a2f625,cc9945543588497acf0d90c56acf34815761d84b9f4c9aa961a7b39a4162fbbc,0.000000000,0.000000000,0.000000000,5.390500000,0.000000000,7.115300000,2.618100000,2045.418100000,2055.151500000,4.182300000,2065.253100000,true,
Plain_RETF,23,23,3,3,e5-d3-20260713T121337.834860900,302426,1,10,10,8,8c9fa612f498e8c8b0f3a9270805fe947fa20aad99618e1551119bfc19a131ab,7ead862af3cc762e59aab63535202e23b290d633ad92400c69788d55a7a2f625,cc9945543588497acf0d90c56acf34815761d84b9f4c9aa961a7b39a4162fbbc,0.530600000,0.000000000,0.000000000,0.000000000,0.530300000,7.076900000,2.130800000,2040.184700000,2049.922700000,5.273000000,2055.726300000,true,
RETF_A,23,23,4,3,e5-d3-20260713T121337.834860900,302426,1,10,10,8,8c9fa612f498e8c8b0f3a9270805fe947fa20aad99618e1551119bfc19a131ab,7ead862af3cc762e59aab63535202e23b290d633ad92400c69788d55a7a2f625,cc9945543588497acf0d90c56acf34815761d84b9f4c9aa961a7b39a4162fbbc,0.000000000,0.000000000,416.838200000,0.000000000,0.000000000,280.822400000,2.714500000,2040.524700000,2324.061600000,4.758900000,2746.190400000,true,
PP_RETF,23,23,5,3,e5-d3-20260713T121337.834860900,302426,1,10,10,8,8c9fa612f498e8c8b0f3a9270805fe947fa20aad99618e1551119bfc19a131ab,7ead862af3cc762e59aab63535202e23b290d633ad92400c69788d55a7a2f625,cc9945543588497acf0d90c56acf34815761d84b9f4c9aa961a7b39a4162fbbc,0.000000000,0.000000000,411.759900000,4.295400000,0.000000000,274.594100000,3.261200000,2048.856000000,2326.711300000,4.760000000,2748.038900000,true,
RETF_H,24,24,1,3,e5-d3-20260713T121337.834860900,302526,1,10,10,8,904c08eeca22cfd74409f4f11d8b36df07d30a9d3883ff7cd42c04b85bf3a501,20362864b153328f3e9426f53e3a647ca8dfbccca47596b2bb1c684689668ab3,43fff41598d221e2881098f3699992f60c1fdc166e8be21fb5be4541b1fb9a25,0.519400000,0.000000000,0.000000000,0.000000000,0.000000000,9.638100000,2.634800000,2046.137900000,2058.410800000,5.555600000,2064.485800000,true,
PP_RETF,24,24,2,3,e5-d3-20260713T121337.834860900,302526,1,10,10,8,904c08eeca22cfd74409f4f11d8b36df07d30a9d3883ff7cd42c04b85bf3a501,20362864b153328f3e9426f53e3a647ca8dfbccca47596b2bb1c684689668ab3,43fff41598d221e2881098f3699992f60c1fdc166e8be21fb5be4541b1fb9a25,0.000000000,0.000000000,426.986300000,4.196800000,0.000000000,281.338600000,2.680700000,2042.694200000,2326.713500000,5.875800000,2763.772400000,true,
RETF_A,24,24,3,3,e5-d3-20260713T121337.834860900,302526,1,10,10,8,904c08eeca22cfd74409f4f11d8b36df07d30a9d3883ff7cd42c04b85bf3a501,20362864b153328f3e9426f53e3a647ca8dfbccca47596b2bb1c684689668ab3,43fff41598d221e2881098f3699992f60c1fdc166e8be21fb5be4541b1fb9a25,0.505300000,0.000000000,416.931800000,0.000000000,0.000000000,275.238700000,9.002900000,2041.140100000,2325.381700000,5.452900000,2748.799600000,true,
Plain_RETF,24,24,4,3,e5-d3-20260713T121337.834860900,302526,1,10,10,8,904c08eeca22cfd74409f4f11d8b36df07d30a9d3883ff7cd42c04b85bf3a501,20362864b153328f3e9426f53e3a647ca8dfbccca47596b2bb1c684689668ab3,43fff41598d221e2881098f3699992f60c1fdc166e8be21fb5be4541b1fb9a25,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5.876300000,3.191000000,2044.754800000,2053.822100000,6.557300000,2060.898000000,true,
RETF_C,24,24,5,3,e5-d3-20260713T121337.834860900,302526,1,10,10,8,904c08eeca22cfd74409f4f11d8b36df07d30a9d3883ff7cd42c04b85bf3a501,20362864b153328f3e9426f53e3a647ca8dfbccca47596b2bb1c684689668ab3,43fff41598d221e2881098f3699992f60c1fdc166e8be21fb5be4541b1fb9a25,0.000000000,0.000000000,0.000000000,4.986500000,0.000000000,8.365000000,2.785900000,2042.988400000,2054.139300000,5.830700000,2065.490600000,true,
RETF_C,25,25,1,3,e5-d3-20260713T121337.834860900,302626,1,10,10,8,71572f4832d975ad4daaa3c36edd39086e620d23e6e7eae2984a5333860e5f79,2e652dee3ebea18e10e2a9065495498fabf20e971b0a9dd0ad1c455a232ce3d1,e881dbdb231677300dea38553cdd88e806516a2a766469becd8c236e85fa9675,0.000000000,0.000000000,0.000000000,3.673200000,0.000000000,9.717600000,2.657900000,2046.820800000,2059.196300000,5.831400000,2068.700900000,true,
RETF_H,25,25,2,3,e5-d3-20260713T121337.834860900,302626,1,10,10,8,71572f4832d975ad4daaa3c36edd39086e620d23e6e7eae2984a5333860e5f79,2e652dee3ebea18e10e2a9065495498fabf20e971b0a9dd0ad1c455a232ce3d1,e881dbdb231677300dea38553cdd88e806516a2a766469becd8c236e85fa9675,0.525700000,0.000000000,0.000000000,0.000000000,0.000000000,8.564700000,3.223100000,2039.591700000,2051.379500000,5.307000000,2058.260600000,true,
PP_RETF,25,25,3,3,e5-d3-20260713T121337.834860900,302626,1,10,10,8,71572f4832d975ad4daaa3c36edd39086e620d23e6e7eae2984a5333860e5f79,2e652dee3ebea18e10e2a9065495498fabf20e971b0a9dd0ad1c455a232ce3d1,e881dbdb231677300dea38553cdd88e806516a2a766469becd8c236e85fa9675,0.000000000,0.000000000,423.947500000,3.691500000,0.000000000,284.536500000,2.647900000,2041.656400000,2328.840800000,5.806700000,2762.286500000,true,
RETF_A,25,25,4,3,e5-d3-20260713T121337.834860900,302626,1,10,10,8,71572f4832d975ad4daaa3c36edd39086e620d23e6e7eae2984a5333860e5f79,2e652dee3ebea18e10e2a9065495498fabf20e971b0a9dd0ad1c455a232ce3d1,e881dbdb231677300dea38553cdd88e806516a2a766469becd8c236e85fa9675,0.507800000,0.000000000,431.303700000,0.000000000,0.000000000,297.215300000,2.631900000,2040.814900000,2340.662100000,5.766700000,2778.240300000,true,
Plain_RETF,25,25,5,3,e5-d3-20260713T121337.834860900,302626,1,10,10,8,71572f4832d975ad4daaa3c36edd39086e620d23e6e7eae2984a5333860e5f79,2e652dee3ebea18e10e2a9065495498fabf20e971b0a9dd0ad1c455a232ce3d1,e881dbdb231677300dea38553cdd88e806516a2a766469becd8c236e85fa9675,0.513500000,0.000000000,0.000000000,0.000000000,0.000000000,6.399300000,2.605800000,2058.334300000,2067.339400000,8.883900000,2076.736800000,true,
RETF_A,26,26,1,3,e5-d3-20260713T121337.834860900,302726,1,10,10,8,94d8d7e9c0a2d5cfbdc789682247d5c5f5f717bb0b1cfa1ad29ea130a53d30a0,bf2151c8f127c3f64b7027e0ef333f5b6420a06b54a045f43530aa8e6df2cc6b,a0540600abfc0b6b57ab61bd60c76226240ae8762eba99cedf8d4329c244af37,0.505300000,0.000000000,511.417700000,0.000000000,0.000000000,329.016900000,3.778600000,2046.116900000,2378.912400000,5.328200000,2896.163600000,true,
PP_RETF,26,26,2,3,e5-d3-20260713T121337.834860900,302726,1,10,10,8,94d8d7e9c0a2d5cfbdc789682247d5c5f5f717bb0b1cfa1ad29ea130a53d30a0,bf2151c8f127c3f64b7027e0ef333f5b6420a06b54a045f43530aa8e6df2cc6b,a0540600abfc0b6b57ab61bd60c76226240ae8762eba99cedf8d4329c244af37,0.000000000,0.000000000,439.014000000,3.840700000,0.000000000,294.902400000,4.052800000,2050.510700000,2349.465900000,9.053900000,2801.899900000,true,
RETF_C,26,26,3,3,e5-d3-20260713T121337.834860900,302726,1,10,10,8,94d8d7e9c0a2d5cfbdc789682247d5c5f5f717bb0b1cfa1ad29ea130a53d30a0,bf2151c8f127c3f64b7027e0ef333f5b6420a06b54a045f43530aa8e6df2cc6b,a0540600abfc0b6b57ab61bd60c76226240ae8762eba99cedf8d4329c244af37,0.000000000,0.000000000,0.000000000,6.638700000,0.000000000,13.390400000,3.790500000,2060.789700000,2077.970600000,7.845000000,2092.454300000,true,
RETF_H,26,26,4,3,e5-d3-20260713T121337.834860900,302726,1,10,10,8,94d8d7e9c0a2d5cfbdc789682247d5c5f5f717bb0b1cfa1ad29ea130a53d30a0,bf2151c8f127c3f64b7027e0ef333f5b6420a06b54a045f43530aa8e6df2cc6b,a0540600abfc0b6b57ab61bd60c76226240ae8762eba99cedf8d4329c244af37,0.549000000,0.000000000,0.000000000,0.000000000,0.000000000,14.162300000,5.587900000,2043.687000000,2063.437200000,6.778600000,2071.316400000,true,
Plain_RETF,26,26,5,3,e5-d3-20260713T121337.834860900,302726,1,10,10,8,94d8d7e9c0a2d5cfbdc789682247d5c5f5f717bb0b1cfa1ad29ea130a53d30a0,bf2151c8f127c3f64b7027e0ef333f5b6420a06b54a045f43530aa8e6df2cc6b,a0540600abfc0b6b57ab61bd60c76226240ae8762eba99cedf8d4329c244af37,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,6.354500000,2.116600000,2059.773900000,2068.245000000,9.339200000,2078.618300000,true,
PP_RETF,27,27,1,3,e5-d3-20260713T121337.834860900,302826,1,10,10,8,d9bf157b8759a7bf8f7dc4dd779490ac3d4ab99c023778a751cf5e7178661dce,796cdda457860ad3d3a83e9f4a893f97e479c2990e7c73951645bead002e5490,baaf0790355f9a762149d02bb6dbc5acc7bcd08e6c28fb371817bcbc2b12f44b,0.000000000,0.000000000,642.826900000,5.655100000,0.548700000,367.523100000,5.065200000,2046.648400000,2419.785400000,6.424300000,3074.691700000,true,
Plain_RETF,27,27,2,3,e5-d3-20260713T121337.834860900,302826,1,10,10,8,d9bf157b8759a7bf8f7dc4dd779490ac3d4ab99c023778a751cf5e7178661dce,796cdda457860ad3d3a83e9f4a893f97e479c2990e7c73951645bead002e5490,baaf0790355f9a762149d02bb6dbc5acc7bcd08e6c28fb371817bcbc2b12f44b,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.952800000,2.753400000,2039.754800000,2050.461000000,5.363300000,2056.362200000,true,
RETF_A,27,27,3,3,e5-d3-20260713T121337.834860900,302826,1,10,10,8,d9bf157b8759a7bf8f7dc4dd779490ac3d4ab99c023778a751cf5e7178661dce,796cdda457860ad3d3a83e9f4a893f97e479c2990e7c73951645bead002e5490,baaf0790355f9a762149d02bb6dbc5acc7bcd08e6c28fb371817bcbc2b12f44b,0.505100000,0.000000000,434.794600000,0.000000000,0.000000000,310.604300000,2.686600000,2045.751600000,2359.042500000,5.921700000,2800.800300000,true,
RETF_H,27,27,4,3,e5-d3-20260713T121337.834860900,302826,1,10,10,8,d9bf157b8759a7bf8f7dc4dd779490ac3d4ab99c023778a751cf5e7178661dce,796cdda457860ad3d3a83e9f4a893f97e479c2990e7c73951645bead002e5490,baaf0790355f9a762149d02bb6dbc5acc7bcd08e6c28fb371817bcbc2b12f44b,0.577500000,0.530600000,0.000000000,0.000000000,0.000000000,8.682200000,3.191000000,2050.149600000,2062.022800000,6.429700000,2069.560600000,true,
RETF_C,27,27,5,3,e5-d3-20260713T121337.834860900,302826,1,10,10,8,d9bf157b8759a7bf8f7dc4dd779490ac3d4ab99c023778a751cf5e7178661dce,796cdda457860ad3d3a83e9f4a893f97e479c2990e7c73951645bead002e5490,baaf0790355f9a762149d02bb6dbc5acc7bcd08e6c28fb371817bcbc2b12f44b,0.000000000,0.000000000,0.000000000,4.346500000,0.000000000,8.491600000,3.183400000,2064.134900000,2075.809900000,8.539800000,2088.696200000,true,
RETF_A,28,28,1,3,e5-d3-20260713T121337.834860900,302926,1,10,10,8,abec55f7cc50ed18addda914a0c5d95ac28b52c8127b55832cf2a8c12b50649f,aeb8f434fe3707413c93ae74f5a9cd38ffa9d59cd9e9dd185a61ee58f8535a4c,861545d3050ff0bd32d9b76c4608d79bbf8a3d912be5d5640ff91b4401be1c29,0.541000000,0.000000000,575.281100000,0.000000000,0.510700000,446.206300000,4.323700000,2052.356100000,2503.396800000,8.118100000,3088.447000000,true,
PP_RETF,28,28,2,3,e5-d3-20260713T121337.834860900,302926,1,10,10,8,abec55f7cc50ed18addda914a0c5d95ac28b52c8127b55832cf2a8c12b50649f,aeb8f434fe3707413c93ae74f5a9cd38ffa9d59cd9e9dd185a61ee58f8535a4c,861545d3050ff0bd32d9b76c4608d79bbf8a3d912be5d5640ff91b4401be1c29,0.000000000,0.000000000,555.251300000,6.107400000,0.000000000,369.342600000,3.170000000,2054.047600000,2426.560200000,8.961900000,2996.880800000,true,
Plain_RETF,28,28,3,3,e5-d3-20260713T121337.834860900,302926,1,10,10,8,abec55f7cc50ed18addda914a0c5d95ac28b52c8127b55832cf2a8c12b50649f,aeb8f434fe3707413c93ae74f5a9cd38ffa9d59cd9e9dd185a61ee58f8535a4c,861545d3050ff0bd32d9b76c4608d79bbf8a3d912be5d5640ff91b4401be1c29,0.536000000,0.000000000,0.000000000,0.000000000,0.000000000,10.798300000,3.973800000,2064.684000000,2079.456100000,9.429500000,2089.421600000,true,
RETF_H,28,28,4,3,e5-d3-20260713T121337.834860900,302926,1,10,10,8,abec55f7cc50ed18addda914a0c5d95ac28b52c8127b55832cf2a8c12b50649f,aeb8f434fe3707413c93ae74f5a9cd38ffa9d59cd9e9dd185a61ee58f8535a4c,861545d3050ff0bd32d9b76c4608d79bbf8a3d912be5d5640ff91b4401be1c29,0.712300000,0.000000000,0.000000000,0.000000000,0.000000000,13.332800000,4.520800000,2047.266300000,2065.119900000,5.861800000,2072.298600000,true,
RETF_C,28,28,5,3,e5-d3-20260713T121337.834860900,302926,1,10,10,8,abec55f7cc50ed18addda914a0c5d95ac28b52c8127b55832cf2a8c12b50649f,aeb8f434fe3707413c93ae74f5a9cd38ffa9d59cd9e9dd185a61ee58f8535a4c,861545d3050ff0bd32d9b76c4608d79bbf8a3d912be5d5640ff91b4401be1c29,0.000000000,0.000000000,0.000000000,4.263900000,0.000000000,8.263300000,2.083500000,2046.356400000,2056.703200000,5.307000000,2066.274100000,true,
RETF_A,29,29,1,3,e5-d3-20260713T121337.834860900,303026,1,10,10,8,e8762610b3b33b60f804a954eca2ea53b31cb48e6662ce97743d102397118a33,4e65d0cedda1e4b46f13053cd10f5087d96f9c859ffa9fa31fc0b0b8e8e31e77,dadcd7f8eb7a486205d14c1605f7c9c5284841f4288ef36bd752f521b9d669d3,0.623000000,0.000000000,512.560000000,0.000000000,0.000000000,333.749300000,4.358400000,2048.654200000,2386.761900000,6.434500000,2907.172400000,true,
RETF_H,29,29,2,3,e5-d3-20260713T121337.834860900,303026,1,10,10,8,e8762610b3b33b60f804a954eca2ea53b31cb48e6662ce97743d102397118a33,4e65d0cedda1e4b46f13053cd10f5087d96f9c859ffa9fa31fc0b0b8e8e31e77,dadcd7f8eb7a486205d14c1605f7c9c5284841f4288ef36bd752f521b9d669d3,0.524000000,0.000000000,0.000000000,0.000000000,0.000000000,9.117800000,2.661500000,2047.708300000,2059.487600000,7.438300000,2067.449900000,true,
RETF_C,29,29,3,3,e5-d3-20260713T121337.834860900,303026,1,10,10,8,e8762610b3b33b60f804a954eca2ea53b31cb48e6662ce97743d102397118a33,4e65d0cedda1e4b46f13053cd10f5087d96f9c859ffa9fa31fc0b0b8e8e31e77,dadcd7f8eb7a486205d14c1605f7c9c5284841f4288ef36bd752f521b9d669d3,0.000000000,0.000000000,0.000000000,3.713500000,0.000000000,7.997400000,3.165700000,2053.463800000,2064.626900000,5.254900000,2073.595300000,true,
PP_RETF,29,29,4,3,e5-d3-20260713T121337.834860900,303026,1,10,10,8,e8762610b3b33b60f804a954eca2ea53b31cb48e6662ce97743d102397118a33,4e65d0cedda1e4b46f13053cd10f5087d96f9c859ffa9fa31fc0b0b8e8e31e77,dadcd7f8eb7a486205d14c1605f7c9c5284841f4288ef36bd752f521b9d669d3,0.000000000,0.000000000,462.390200000,4.016300000,0.000000000,307.916900000,5.478600000,2052.183300000,2365.578800000,6.040300000,2838.025600000,true,
Plain_RETF,29,29,5,3,e5-d3-20260713T121337.834860900,303026,1,10,10,8,e8762610b3b33b60f804a954eca2ea53b31cb48e6662ce97743d102397118a33,4e65d0cedda1e4b46f13053cd10f5087d96f9c859ffa9fa31fc0b0b8e8e31e77,dadcd7f8eb7a486205d14c1605f7c9c5284841f4288ef36bd752f521b9d669d3,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.393300000,2.822500000,2045.956300000,2056.172100000,6.297000000,2062.998500000,true,
RETF_C,30,30,1,3,e5-d3-20260713T121337.834860900,303126,1,10,10,8,b4cd1c802d8160927854e06413dbcd7a641e093a8e8ba787ca298ac3a71df0c3,e70a8b328922a5214df6e14d4d53ee522103810a0c8f3d825dda014673de0d63,d00b236f30ce1761ca5a8339cfa3b75c0cc08566b4874b201cd5a64f4ee27137,0.000000000,0.000000000,0.000000000,4.330300000,0.000000000,9.956600000,3.223200000,2043.926900000,2057.106700000,8.171500000,2069.608500000,true,
RETF_H,30,30,2,3,e5-d3-20260713T121337.834860900,303126,1,10,10,8,b4cd1c802d8160927854e06413dbcd7a641e093a8e8ba787ca298ac3a71df0c3,e70a8b328922a5214df6e14d4d53ee522103810a0c8f3d825dda014673de0d63,d00b236f30ce1761ca5a8339cfa3b75c0cc08566b4874b201cd5a64f4ee27137,0.525300000,0.000000000,0.000000000,0.000000000,0.529400000,7.946000000,4.146800000,2048.357900000,2060.980100000,6.992300000,2069.031900000,true,
Plain_RETF,30,30,3,3,e5-d3-20260713T121337.834860900,303126,1,10,10,8,b4cd1c802d8160927854e06413dbcd7a641e093a8e8ba787ca298ac3a71df0c3,e70a8b328922a5214df6e14d4d53ee522103810a0c8f3d825dda014673de0d63,d00b236f30ce1761ca5a8339cfa3b75c0cc08566b4874b201cd5a64f4ee27137,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,6.979100000,2.112000000,2042.771100000,2051.862200000,5.267700000,2057.129900000,true,
RETF_A,30,30,4,3,e5-d3-20260713T121337.834860900,303126,1,10,10,8,b4cd1c802d8160927854e06413dbcd7a641e093a8e8ba787ca298ac3a71df0c3,e70a8b328922a5214df6e14d4d53ee522103810a0c8f3d825dda014673de0d63,d00b236f30ce1761ca5a8339cfa3b75c0cc08566b4874b201cd5a64f4ee27137,0.504100000,0.000000000,443.820200000,0.000000000,0.000000000,294.739000000,4.282700000,2043.932800000,2342.954500000,6.654900000,2794.465000000,true,
PP_RETF,30,30,5,3,e5-d3-20260713T121337.834860900,303126,1,10,10,8,b4cd1c802d8160927854e06413dbcd7a641e093a8e8ba787ca298ac3a71df0c3,e70a8b328922a5214df6e14d4d53ee522103810a0c8f3d825dda014673de0d63,d00b236f30ce1761ca5a8339cfa3b75c0cc08566b4874b201cd5a64f4ee27137,0.000000000,0.602000000,443.510000000,3.735900000,0.516500000,297.327300000,3.894000000,2045.631400000,2347.369200000,5.799600000,2801.547300000,true,
